state_po,office,BPI,weighted_polls,weighted_sd,weighted_var,lean,dem_wins
AL,Governor,38.85691108757344,38.85691108757344,3.4435750397803706,11.85820905459838,38.85691108757344,3.4321
AL,Senate,38.85691108757344,38.85691108757344,3.4435750397803706,11.85820905459838,38.85691108757344,3.5569
AK,Senate,42.34414164928131,60.6661609189213,6.7385279984531845,45.40775958593749,59.124682305665964,80.1326
AK,Governor,42.34414164928131,42.34414164928131,3.662409694796975,13.41324477254287,42.34414164928131,15.0797
AZ,Senate,41.38652082164871,52.03043109055267,4.816976496427524,23.20326256713518,51.18523102109106,55.8311
AZ,Governor,41.38652082164871,48.61854632294957,3.969564167265003,15.757439678034295,48.0421866978103,39.3718
AR,Senate,36.5803502611594,38.53795216522996,5.134547662801445,26.363579701579788,37.853370765164975,7.6664
AR,Governor,36.5803502611594,42.55121006804028,4.034434216657972,16.276659448540624,40.578385005208446,9.6399
CA,Governor,62.58687245579007,61.42674908022207,4.322094060486339,18.68049706769129,61.66996001222381,94.8894
CA,Senate,62.58687245579007,62.58687245579008,3.1657890566840363,10.0222203514204,62.58687245579007,98.7922
CO,Senate,54.268120302384304,56.09835110731185,4.8661425227011135,23.67934305123996,55.862962154292745,76.5139
CO,Governor,54.268120302384304,58.13780516634615,4.071065612656034,16.57357522255045,57.53787092306766,85.2167
CT,Senate,58.526242019500806,56.27725130538976,3.235312153741832,10.467244732149611,56.6343311612916,82.8236
CT,Governor,58.526242019500806,57.78020959839506,3.8193461226278895,14.5874048044327,57.89654968507509,85.571
FL,Senate,48.53526438955828,46.62428699178038,4.1141418041035225,16.92616278427219,46.85677917408649,31.7032
FL,Governor,48.53526438955828,44.47125490026086,3.92514920368256,15.406796271169831,44.92956318015634,21.1568
GA,Senate,41.97169174882852,50.105455302045186,4.397811293629145,19.34074417437205,49.55218730383396,47.4317
GA,Governor,41.97169174882852,46.29138451921061,3.5650130733608214,12.70931821323357,45.98246750673475,24.1044
HI,Governor,69.17210294990738,69.17210294990738,3.000499635207481,9.002998060880227,69.17210294990738,99.9968
HI,Senate,69.17210294990738,69.17210294990738,3.000499635207481,9.002998060880227,69.17210294990738,99.9969
