state_po,office,BPI,weighted_polls,weighted_sd,weighted_var,lean,dem_wins
AL,Governor,38.85691108757344,38.85691108757344,3.4435750397803706,11.85820905459838,38.85691108757344,3.449
AL,Senate,38.85691108757344,38.85691108757344,3.4435750397803706,11.85820905459838,38.85691108757344,3.6091
AK,Senate,42.34414164928131,60.6661609189213,6.780940461619132,45.981153544023485,59.41888948064526,80.7434
AK,Governor,42.34414164928131,42.34414164928131,3.662409694796975,13.41324477254287,42.34414164928131,15.0576
AZ,Senate,41.38652082164871,52.3726883717855,4.816290175359094,23.196651053260528,51.4987334139388,57.291
AZ,Governor,41.38652082164871,49.42648156319101,4.036516413279905,16.29346475467807,48.76119220064992,43.2529
AR,Senate,36.5803502611594,38.53795216522996,5.134547662801445,26.363579701579788,37.853370765164975,7.673
AR,Governor,36.5803502611594,42.55121006804028,4.034434216657972,16.276659448540624,40.578385005208446,9.6154
CA,Governor,62.58687245579007,62.5032507614716,4.416125234798213,19.50216208942157,62.52095573619173,95.7704
CA,Senate,62.58687245579007,62.58687245579008,3.1657890566840363,10.0222203514204,62.58687245579007,98.789
CO,Senate,54.268120302384304,54.72842622565547,4.514552236000544,20.381181891577505,54.6689901707365,72.7215
CO,Governor,54.268120302384304,58.13780516634615,4.071065612656034,16.57357522255045,57.53787092306766,85.2315
CT,Senate,58.526242019500806,56.206255084062995,3.199664953358873,10.237855813753043,56.6926224797061,83.21
CT,Governor,58.526242019500806,57.885602852221005,4.047359855367078,16.381121798837015,57.985507379347965,85.1565
FL,Senate,48.53526438955828,47.553848472396574,4.580663660417272,20.982479569867365,47.661785142235836,37.2787
FL,Governor,48.53526438955828,45.43480108085579,4.342106346307532,18.85388752264415,45.787514503821235,27.0708
GA,Senate,41.97169174882852,51.056334176367734,4.284100893001615,18.35352046141724,50.3932942839737,52.3747
GA,Governor,41.97169174882852,46.61169762794171,3.4121197516993704,11.642561199936974,46.264987299756896,25.0224
HI,Governor,69.17210294990738,69.17210294990738,3.000499635207481,9.002998060880227,69.17210294990738,99.9963
HI,Senate,69.17210294990738,69.17210294990738,3.000499635207481,9.002998060880227,69.17210294990738,99.9967
ID,Governor,34.35676477964845,34.35676477964845,4.286929328014468,18.377763063390574,34.35676477964845,1.0871
ID,Senate,34.35676477964845,34.35676477964845,4.286929328014468,18.377763063390574,34.35676477964845,1.1148
IL,Senate,57.926424852004544,60.67319830088264,5.548081795567511,30.78121161030761,60.09735839922373,87.6687
IL,Governor,57.926424852004544,60.84380936079049,5.535060981817941,30.6369000724434,60.24391780499274,88.0411
IN,Senate,42.42633551137972,48.275862068965516,2.6172439738939755,6.849966018884329,42.60307472937169,13.1017
IA,Senate,45.49003365482535,46.01065795622184,4.419802423676676,19.534653464338216,45.956834739373804,29.0771
IA,Governor,45.49003365482535,40.38381770440554,4.462742231868079,19.916068228098883,41.053937579207705,11.0939
KS,Senate,43.25556533851103,41.16074260240027,2.9742911521792577,8.846407857931814,43.12929260157707,9.0208
KS,Governor,43.25556533851103,52.87519663772351,3.0897056684974475,9.54628111794526,44.68081325671171,15.3263
KY,Senate,38.46817941987608,41.48936170212766,3.2592512044821667,10.622718413918454,38.559462259387914,4.1657
LA,Senate,20.82507169120932,36.28225457597396,5.2286269123327225,27.338539388370023,30.98033546784115,0.7811
ME,Governor,47.50684461591846,56.09365474051017,4.330069138669917,18.74949874566164,53.40343479706182,68.5992
MD,Senate,59.60060257679597,43.02325581395348,3.2378098366697503,10.483412538435395,59.09973002336735,95.8259
MD,Governor,59.60060257679597,68.18181818181817,4.514665096829714,20.38220093653245,65.12100594614367,98.537
MA,Governor,63.42754700682979,65.80041521337169,5.50928730190592,30.35224657494182,65.30296166646096,95.3396
MI,Governor,52.09968939110665,52.829658185607066,4.133081935768105,17.082366287772622,52.774698675467086,65.0003
MN,Governor,54.65445805866372,52.46712654795308,4.543017893175204,20.639011577710072,52.75184204143409,63.9217
MO,Senate,43.48693780265842,43.467261519921216,4.903025220835709,24.039656316151056,43.473884162643024,22.7735
NE,Governor,37.204872788557424,46.06741573033708,4.4874313962992805,20.13704053649251,42.90625755368971,15.5539
NV,Senate,50.11676011924624,49.2419625685519,4.748506879130273,22.548317581147533,49.325259115605306,46.3711
NV,Governor,50.11676011924624,48.47613133861064,4.705662452669474,22.143259118463284,48.66222522998723,42.7731
NH,Senate,50.290426774892985,52.24320314101393,3.9652554575008585,15.723250843240343,52.05489539530981,61.2594
NH,Governor,50.290426774892985,41.48148176452582,4.3937282752742055,19.304848156944043,42.39846134326887,15.5953
NM,Governor,56.00332001977625,52.95234843834893,4.692328902689653,22.01795053101668,53.347879193832256,66.0489
